gene_id	go_terms
LYRU2_2A013035	GO:0004252;GO:0005829;GO:0006508;GO:0008240;GO:0016604
LYRU2_2A020998	GO:0007519;GO:0008628;GO:0010880;GO:0016279;GO:0018022;GO:0031072;GO:0032991;GO:0071549
LYRU2_2A010493	
LYRU2_2A008618	
LYRU2_2A002601	GO:0005788;GO:0005829;GO:0018242;GO:0035251;GO:0035252
LYRU2_2A026675	
LYRU2_2A018509	GO:0004519;GO:0006289;GO:0046872;GO:0090305
LYRU2_2A006822	GO:0004519;GO:0006289;GO:0046872;GO:0090305
LYRU2_2A034919	GO:0032259
LYRU2_2A022614	GO:0006814;GO:0008508;GO:0009617;GO:0015721;GO:0016324;GO:0055085
LYRU2_2A014222	
LYRU2_2A000332	
LYRU2_2A030560	
LYRU2_2A037322	
LYRU2_2A027113	
LYRU2_2A016812	
LYRU2_2A005679	GO:0005737;GO:0005840;GO:0006412;GO:1990904
LYRU2_2A003192	
LYRU2_2A025438	
LYRU2_2A019173	
LYRU2_2A013727	
LYRU2_2A024830	
LYRU2_2A018856	
LYRU2_2A013222	GO:0002042;GO:0005886;GO:0007411;GO:0008284;GO:0009887;GO:0010839;GO:0010977;GO:0031295;GO:0034332;GO:0046875;GO:0048013;GO:0048845;GO:0050920;GO:0072178;GO:0098685;GO:0098978;GO:0099149;GO:1901216;GO:1903849;GO:2000727
LYRU2_2A032429	
LYRU2_2A016430	
LYRU2_2A031783	
LYRU2_2A033963	
LYRU2_2A006303	
LYRU2_2A010884	
LYRU2_2A026838	
LYRU2_2A033373	
LYRU2_2A000125	GO:0000793;GO:0002328;GO:0003677;GO:0003910;GO:0005524;GO:0005654;GO:0005958;GO:0006260;GO:0006297;GO:0007417;GO:0010165;GO:0010332;GO:0032807;GO:0033152;GO:0033153;GO:0035019;GO:0036464;GO:0043524;GO:0045190;GO:0048146;GO:0050769;GO:0051102;GO:0051103;GO:0071479;GO:0071897;GO:0072089;GO:0097680;GO:1904155;GO:2001252
LYRU2_2A025990	GO:0008474;GO:0016020;GO:0032839
LYRU2_2A007950	GO:0005622;GO:0006955;GO:0016020;GO:0051251
LYRU2_2A035690	
LYRU2_2A025203	GO:0003779;GO:0005524;GO:0016459
LYRU2_2A019233	GO:0008286
LYRU2_2A013510	
LYRU2_2A007900	
LYRU2_2A030362	GO:0005587;GO:0005615;GO:0007420;GO:0007528;GO:0016020;GO:0030020;GO:0030855;GO:0038063;GO:0048407;GO:0061304;GO:0061333;GO:0071230;GO:0071711
LYRU2_2A013639	GO:0005587;GO:0006351;GO:0016020;GO:0016525;GO:0035987;GO:0038063;GO:0071560
LYRU2_2A035575	GO:0005525;GO:0006886;GO:0045335;GO:0071346;GO:0090383;GO:0090385
LYRU2_2A030132	GO:0016301;GO:0016310;GO:0046496;GO:0047453
LYRU2_2A019970	GO:0005524;GO:0006423;GO:0046872
LYRU2_2A006696	GO:0006606;GO:0008285;GO:0010941;GO:0035064;GO:0045893;GO:0046872
LYRU2_2A015019	
LYRU2_2A022041	
LYRU2_2A034580	GO:0002244;GO:0005085;GO:0005829;GO:0005886;GO:0019901;GO:0030027;GO:0030032;GO:0032092;GO:0035556;GO:0043547;GO:0060124;GO:0098794
LYRU2_2A003485	
LYRU2_2A012188	
LYRU2_2A020681	
LYRU2_2A030632	
LYRU2_2A013065	GO:0000785;GO:0000978;GO:0001228;GO:0002089;GO:0005515;GO:0006325;GO:0021521;GO:0021884;GO:0045944;GO:0048713;GO:1904936;GO:1990830
LYRU2_2A009658	
LYRU2_2A001356	
LYRU2_2A010724	GO:0005737;GO:0005813;GO:0005874;GO:0007020;GO:0043015
LYRU2_2A028586	
LYRU2_2A036903	GO:0005524;GO:0016020;GO:0016887;GO:0045332;GO:0140326
LYRU2_2A006614	
LYRU2_2A015298	GO:0005737;GO:0035556;GO:0050790
LYRU2_2A009803	GO:0005509;GO:0005576;GO:0006508;GO:0007596
LYRU2_2A023108	GO:0004252;GO:0005509;GO:0005615;GO:0007596;GO:0010641;GO:0016485;GO:0050927;GO:0051897;GO:1905286
LYRU2_2A015087	GO:0005509;GO:0005543;GO:0005576;GO:0006508;GO:0007596;GO:0051897
LYRU2_2A012524	GO:0016973;GO:0043066;GO:0043488;GO:0044615;GO:0045579;GO:0045893;GO:0048536;GO:0070390;GO:0090267;GO:1905457;GO:2000117
LYRU2_2A020362	GO:0016567;GO:0030853;GO:0031464;GO:0031625;GO:0035019;GO:0042254;GO:0043161;GO:0051246;GO:1900087;GO:2000001;GO:2000819
LYRU2_2A028959	GO:0005886;GO:0031902;GO:0072594
LYRU2_2A034357	GO:0016799
LYRU2_2A009426	
LYRU2_2A028786	
LYRU2_2A004094	GO:0016020;GO:0071805;GO:1902600
LYRU2_2A009500	GO:0000977;GO:0000987;GO:0001228;GO:0005654;GO:0005829;GO:0008544;GO:0019904;GO:0035189;GO:0043276;GO:0043433;GO:0045944;GO:0051091;GO:0070345;GO:0140297;GO:1900087;GO:2000278
LYRU2_2A020559	GO:0006813;GO:0006814
LYRU2_2A025945	GO:0005737;GO:0007601;GO:0022400;GO:0046777;GO:0050254
LYRU2_2A026183	
LYRU2_2A020430	
LYRU2_2A013154	GO:0005615;GO:0050896
LYRU2_2A008905	
LYRU2_2A029071	GO:0015278;GO:0043087;GO:0046580;GO:0046872;GO:0051209
LYRU2_2A012371	
LYRU2_2A003483	GO:0005737;GO:0005813;GO:0031145;GO:0045842;GO:0051301;GO:0070979;GO:0072686
LYRU2_2A030540	GO:0003676
LYRU2_2A020809	
LYRU2_2A017550	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A005140	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A009793	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A020555	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A027502	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A038085	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A006879	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A017435	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A022078	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A032784	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A037131	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A007618	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A002744	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A013603	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A019349	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A032289	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A008360	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A018949	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A024753	
LYRU2_2A035308	
LYRU2_2A002883	GO:0005085;GO:0005737;GO:0035556;GO:0061099
LYRU2_2A016607	GO:0000981;GO:0006357
LYRU2_2A001930	
LYRU2_2A029563	GO:0003677;GO:0006357
LYRU2_2A035996	
LYRU2_2A011410	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A015752	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A004957	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A033149	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A022706	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A027237	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A018923	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A013368	
LYRU2_2A035854	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A030413	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A019506	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A006379	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A014791	GO:0005737;GO:0006511;GO:0008270;GO:0010468;GO:0045087;GO:0045504;GO:0045505;GO:0051865;GO:0061630;GO:0061931;GO:1902838
LYRU2_2A027832	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A036007	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A010763	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A011758	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A000931	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A032860	
LYRU2_2A016129	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A005176	
LYRU2_2A037424	
LYRU2_2A026633	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A011865	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A000809	GO:0004984;GO:0005549;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A032882	GO:0004984;GO:0005549;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A000342	GO:0004984;GO:0005549;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A011397	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A021147	GO:0004984;GO:0005549;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A031912	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A004442	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A015578	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A025335	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A036176	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A008885	GO:2000401
LYRU2_2A029393	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A019974	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A011549	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A003392	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A033455	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A018443	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A004724	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A001877	
LYRU2_2A026641	
LYRU2_2A021262	GO:0006355;GO:0046872
LYRU2_2A031297	
LYRU2_2A037107	
LYRU2_2A025209	GO:0046872
LYRU2_2A011773	GO:0003677;GO:0006334;GO:0030527;GO:0046982
LYRU2_2A007959	GO:0003677;GO:0005654;GO:0005829;GO:0006334;GO:0030527;GO:0046982
LYRU2_2A030406	GO:0003677;GO:0008285;GO:0030527;GO:0046982
LYRU2_2A026593	GO:0003677;GO:0030527;GO:0046982
LYRU2_2A013542	GO:0006914;GO:0008270;GO:0010468;GO:0030674;GO:0032880;GO:0045087;GO:0051865;GO:0061630
LYRU2_2A000838	GO:0005829;GO:0008270;GO:0032897;GO:0044790;GO:0045087;GO:0046597;GO:0046598
LYRU2_2A035813	
LYRU2_2A012620	
LYRU2_2A008519	
LYRU2_2A014953	GO:0007267;GO:0009636;GO:0010644;GO:0043209;GO:0055085;GO:1903763
LYRU2_2A020265	GO:0005524;GO:0016310;GO:0046037;GO:0046710
LYRU2_2A030953	GO:0005762
LYRU2_2A035005	
LYRU2_2A012647	GO:0005525;GO:0015031;GO:0016020;GO:0016192
LYRU2_2A018492	GO:0005576;GO:0010468;GO:0060070
LYRU2_2A024557	GO:0005576;GO:0016055
LYRU2_2A036103	GO:0006508
LYRU2_2A008545	GO:0003682;GO:0005515;GO:0006325;GO:0016575;GO:0016580;GO:0016607;GO:0035267;GO:0042981;GO:0043967;GO:0043968;GO:0045893;GO:0048144;GO:0051726;GO:1905168
LYRU2_2A004739	
LYRU2_2A034978	GO:0010629;GO:0016706;GO:0018126;GO:0043565;GO:0045905
LYRU2_2A026716	GO:0005654;GO:0005737;GO:0005813;GO:0005839;GO:0006979;GO:0043161
LYRU2_2A018503	GO:0003827;GO:0018279;GO:0030145
LYRU2_2A032894	GO:0001228;GO:0045944
LYRU2_2A019879	GO:0007186;GO:0007606;GO:0016503;GO:0019236
LYRU2_2A026099	
LYRU2_2A003350	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A008499	
LYRU2_2A014641	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A034579	GO:0008270;GO:0016567;GO:0061630
LYRU2_2A007035	GO:0006513;GO:0008270;GO:0016604;GO:0042802;GO:0051607;GO:0060340;GO:0061630;GO:0071222;GO:0071225
LYRU2_2A022262	GO:0001934;GO:0005080;GO:0005654;GO:0005829;GO:0006919;GO:0007369;GO:0008656;GO:0010629;GO:0015935;GO:0016301;GO:0016567;GO:0019903;GO:0030292;GO:0030308;GO:0030332;GO:0030335;GO:0030496;GO:0030971;GO:0031334;GO:0032091;GO:0032436;GO:0033137;GO:0035591;GO:0042169;GO:0042803;GO:0042998;GO:0043022;GO:0043547;GO:0045879;GO:0048471;GO:0050765;GO:0051343;GO:0051434;GO:0051726;GO:0051898;GO:0051901;GO:0061099;GO:0071333;GO:0071363;GO:0072344;GO:1903208;GO:1990630;GO:2001244
LYRU2_2A019755	GO:0008270;GO:0016567;GO:0016604;GO:0051091;GO:0061630
LYRU2_2A029225	
LYRU2_2A001415	GO:0007186;GO:0007606;GO:0016503;GO:0019236
LYRU2_2A016990	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A021489	
LYRU2_2A036548	GO:0006405;GO:0006606;GO:0008139;GO:0017056
LYRU2_2A009274	GO:0005021;GO:0005524;GO:0005886;GO:0018108;GO:0038084;GO:0048010
LYRU2_2A010071	
LYRU2_2A012100	GO:0004535;GO:0005737;GO:0008284;GO:0010606;GO:0030014;GO:0030374;GO:0031047;GO:0043928;GO:0045893;GO:0046872;GO:0070966;GO:0090503
LYRU2_2A023127	GO:0005840;GO:0006412;GO:1990904
LYRU2_2A029285	GO:0006002;GO:0006048;GO:0006487;GO:0006541;GO:0097367;GO:1990830
LYRU2_2A017519	GO:0005524;GO:0005737;GO:0006468;GO:0043231;GO:0106310
LYRU2_2A017228	GO:0007264;GO:0050790
LYRU2_2A027871	GO:0046872
LYRU2_2A033644	
LYRU2_2A005905	
LYRU2_2A004326	GO:0000407;GO:0000423;GO:0000932;GO:0001659;GO:0005080;GO:0005829;GO:0006468;GO:0006606;GO:0007032;GO:0008270;GO:0016235;GO:0016605;GO:0031397;GO:0031625;GO:0035255;GO:0035973;GO:0042169;GO:0042802;GO:0043122;GO:0043130;GO:0044753;GO:0044754;GO:0061635;GO:0070342;GO:0070530;GO:0097009;GO:0097225;GO:0098780;GO:1900273;GO:1903078;GO:1905719
LYRU2_2A036556	GO:0008454
LYRU2_2A020457	GO:0004464;GO:0004602;GO:0005640;GO:0005789;GO:0008047;GO:0008289;GO:0019370;GO:0042759;GO:0042802;GO:0050790;GO:0098869
LYRU2_2A010166	GO:0007221;GO:0016607
LYRU2_2A010565	
LYRU2_2A002517	GO:0005789;GO:0006457;GO:0030246;GO:0030433;GO:0042470;GO:0048488;GO:0051082;GO:0072583;GO:0098793
LYRU2_2A031807	
LYRU2_2A016806	
LYRU2_2A033836	GO:0007264;GO:0015031;GO:0016607;GO:0017124;GO:0030100;GO:0042169;GO:0046872
LYRU2_2A028416	GO:0005576;GO:0006508;GO:0008270;GO:0030198;GO:0062023
LYRU2_2A017410	GO:0046872
LYRU2_2A016955	GO:0046872
LYRU2_2A015975	GO:0004930;GO:0005789;GO:0005886;GO:0007216;GO:0007626;GO:0008066;GO:0035841;GO:0042803;GO:0050908;GO:0060041;GO:1905665
LYRU2_2A005194	GO:0046872;GO:1990837
LYRU2_2A037083	GO:0046872
LYRU2_2A026653	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A019190	GO:0000981;GO:0005667;GO:0006357;GO:0021983
LYRU2_2A014297	GO:0007186
LYRU2_2A002650	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A026095	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A024636	GO:0046872
LYRU2_2A030363	GO:0004713;GO:0005524;GO:0018108;GO:0043484;GO:0046777
LYRU2_2A017682	
LYRU2_2A028699	GO:0030170;GO:0042802
LYRU2_2A025195	GO:0005654;GO:0005737;GO:0016556;GO:0051173;GO:1990904;GO:2000623
LYRU2_2A035743	
LYRU2_2A003431	GO:0000470;GO:0007004;GO:0015030;GO:0031118;GO:0031120;GO:0031429;GO:0034513;GO:0070034;GO:0090661
LYRU2_2A010153	GO:0016567;GO:0043161;GO:0046872;GO:0061630
LYRU2_2A030309	GO:0031410
LYRU2_2A017674	GO:0003831;GO:0005975;GO:0006024;GO:0006029;GO:0006487;GO:0030145;GO:0032580;GO:0046525;GO:0048147;GO:0097435
LYRU2_2A028301	GO:0005789;GO:0005793;GO:0006886;GO:0006888;GO:0007030;GO:0010638;GO:0019905;GO:0030134;GO:0048205
LYRU2_2A022817	
LYRU2_2A028335	GO:0016787;GO:0034458;GO:0034612;GO:0044829;GO:0070063;GO:0070555;GO:1990247
LYRU2_2A036808	
LYRU2_2A004998	GO:0003723;GO:0005681;GO:0005688;GO:0046540;GO:1990726
LYRU2_2A015190	GO:0005790;GO:0016286;GO:0030018;GO:0030315;GO:0043025;GO:0043197;GO:0071805;GO:0098914
LYRU2_2A022921	GO:0001669;GO:0004842;GO:0005874;GO:0007051;GO:0007340;GO:0008270;GO:0016567;GO:0043014;GO:0051726;GO:0070507
LYRU2_2A031476	GO:0005953;GO:0008270;GO:0018344
LYRU2_2A001259	
LYRU2_2A009711	GO:0004550;GO:0005524;GO:0005525;GO:0005759;GO:0006172;GO:0016310;GO:0046033;GO:0046039;GO:0046041;GO:0046899;GO:0046940
LYRU2_2A010393	
LYRU2_2A003662	GO:0005829;GO:0016567;GO:0031462;GO:0140627;GO:1990756
LYRU2_2A012452	
LYRU2_2A025769	GO:0005515;GO:0005789;GO:0006886;GO:0006888;GO:0006909;GO:0006954;GO:0007030;GO:0030134;GO:0030667;GO:0031901;GO:0031902;GO:0033116;GO:0034144;GO:0034145;GO:0035669;GO:0042995;GO:0071222;GO:0071650;GO:0071651;GO:2000494
LYRU2_2A035188	GO:0008198;GO:0008270;GO:0016151;GO:0017172;GO:0019448;GO:0042412
LYRU2_2A009352	GO:0000422;GO:0005654;GO:0005776;GO:0006501;GO:0032480;GO:0034045;GO:0034274;GO:0044804;GO:0045824;GO:0050687;GO:1901096;GO:1904973
LYRU2_2A017560	GO:0005802;GO:0006886;GO:0006896;GO:0016183;GO:0030123;GO:0030659;GO:0035654;GO:0048490;GO:0060155;GO:0098793;GO:1903232;GO:1904115
LYRU2_2A020396	GO:0005886;GO:0006508;GO:0007165;GO:0008217;GO:0008270;GO:0042277;GO:0043171;GO:0070006
LYRU2_2A029851	
LYRU2_2A003836	
LYRU2_2A012232	
LYRU2_2A015368	GO:0016020;GO:0030154;GO:0030215;GO:0070373;GO:0106089;GO:1900747
LYRU2_2A004406	
LYRU2_2A036917	
LYRU2_2A023953	
LYRU2_2A018195	
LYRU2_2A007522	
LYRU2_2A001746	GO:0003735;GO:0006364;GO:0042273
LYRU2_2A029409	
LYRU2_2A025818	GO:0016432
LYRU2_2A015406	GO:0043291
LYRU2_2A027840	GO:0005737;GO:0043027;GO:0043065;GO:0043154
LYRU2_2A038082	GO:0003857;GO:0005777;GO:0006635;GO:0008209;GO:0008210;GO:0016508;GO:0036111;GO:0036112;GO:0042803;GO:0044594;GO:0060009
LYRU2_2A010316	
LYRU2_2A001950	GO:0045793
LYRU2_2A006011	
LYRU2_2A022575	
LYRU2_2A025127	GO:0006826;GO:0006879;GO:0008199;GO:0008284;GO:1904231;GO:1904234
LYRU2_2A016593	
LYRU2_2A007827	GO:0030686
LYRU2_2A036372	GO:0001932;GO:0004720;GO:0005507;GO:0005518;GO:0005581;GO:0005615;GO:0007507;GO:0010468;GO:0016202;GO:0017015;GO:0018057;GO:0030199;GO:0030282;GO:0030324;GO:0031012;GO:0035905;GO:0035906;GO:0036094;GO:0042981;GO:0043491;GO:0045652;GO:0046716;GO:0048251;GO:0048514;GO:0055001;GO:0060090;GO:0060326;GO:0061448;GO:0071897;GO:1900120;GO:1903010;GO:1990869;GO:2000586
LYRU2_2A030778	
LYRU2_2A017336	
LYRU2_2A013654	
LYRU2_2A019469	GO:0006897;GO:0030904;GO:0035091
LYRU2_2A031151	GO:0010314;GO:0015031;GO:0030659;GO:0032266;GO:0070273
LYRU2_2A003630	GO:0003755;GO:0006457
LYRU2_2A018825	GO:0016571;GO:0022008;GO:0042054;GO:0042802;GO:0051151
LYRU2_2A025052	GO:0005814;GO:0010825;GO:0021987;GO:0022008;GO:0022027;GO:0030953;GO:0045724;GO:0072089;GO:1903724;GO:1904951
LYRU2_2A019549	GO:0005515;GO:0005524;GO:0005737;GO:0005886;GO:0006897;GO:0018105;GO:0090263;GO:0106310
LYRU2_2A030403	
LYRU2_2A021555	GO:0000781;GO:0000785;GO:0003682;GO:0003723;GO:0005515;GO:0005654;GO:0005829;GO:0006406;GO:0006449;GO:0016887;GO:0032201;GO:0032204;GO:0032508;GO:0035145;GO:0036121;GO:0042162;GO:0043167;GO:0044530;GO:0044877;GO:0061158;GO:0071044;GO:0071347
LYRU2_2A013546	
LYRU2_2A038208	
LYRU2_2A027662	
LYRU2_2A021175	
LYRU2_2A008152	
LYRU2_2A032850	
LYRU2_2A019914	
LYRU2_2A015921	
LYRU2_2A002747	GO:0006006;GO:0006096;GO:0050661;GO:0051287
LYRU2_2A030861	GO:0016020;GO:0042802
LYRU2_2A000070	GO:0043878
LYRU2_2A014106	GO:0005737;GO:0006408;GO:0015031
LYRU2_2A022325	
LYRU2_2A035217	GO:0005638;GO:0005654;GO:0006998;GO:0016363;GO:0043274;GO:1990837
LYRU2_2A013987	GO:0005764;GO:0006897;GO:0008270;GO:0016567;GO:0016874;GO:0031901
LYRU2_2A018052	
LYRU2_2A026519	GO:0001891;GO:0005044;GO:0005112;GO:0014719;GO:0014816;GO:0014841;GO:0022409;GO:0034109;GO:0043652;GO:0043654;GO:0048627;GO:0048641;GO:0051147;GO:0051451;GO:0055001;GO:1902742;GO:2000288
LYRU2_2A008162	
LYRU2_2A016438	
LYRU2_2A007597	
LYRU2_2A037398	GO:0006814;GO:0015377;GO:1902476
LYRU2_2A022043	GO:0005201;GO:0005509;GO:0005576;GO:0005737;GO:0030326;GO:0030501;GO:0035583;GO:0043010;GO:0045669;GO:0048048;GO:0060346;GO:0062023
LYRU2_2A013652	
LYRU2_2A000166	GO:0046872
LYRU2_2A030024	GO:0046872
LYRU2_2A038015	
LYRU2_2A010643	GO:0004467;GO:0005324;GO:0015909;GO:0031957
LYRU2_2A016432	GO:0005576;GO:0006508;GO:0007229;GO:0030198;GO:0046872
LYRU2_2A007437	
LYRU2_2A021553	GO:0032580
LYRU2_2A013450	GO:0000166;GO:0005515;GO:0005829;GO:0005886;GO:0006355;GO:0009154;GO:0016926;GO:0016929;GO:0043530;GO:0072332
LYRU2_2A000311	GO:0031966;GO:0034551;GO:0045333
LYRU2_2A031846	GO:0005737;GO:0005856;GO:0006909;GO:0008360;GO:0031267;GO:0035023;GO:0035591;GO:0042995
LYRU2_2A018791	GO:0007264;GO:0050790
LYRU2_2A000866	GO:0002327;GO:0002904;GO:0005085;GO:0005765;GO:0005829;GO:0008285;GO:0009267;GO:0019899;GO:0031334;GO:0032007;GO:0032008;GO:0033138;GO:0042030;GO:0043154;GO:0051087;GO:2000973
LYRU2_2A035803	GO:0007060;GO:0010789;GO:0016321;GO:0045143;GO:0051754
LYRU2_2A026456	GO:0004467;GO:0005524;GO:0005741;GO:0005789
LYRU2_2A006596	
LYRU2_2A037640	GO:0005135;GO:0005615;GO:0006955;GO:0007165;GO:0008083;GO:0008284;GO:0050731
LYRU2_2A004350	GO:0005125;GO:0005129;GO:0005615;GO:0006955;GO:0008083;GO:0010744;GO:0030223;GO:0030224;GO:0030225;GO:0030526;GO:0032747;GO:0038157;GO:0042531;GO:0043011;GO:0043231;GO:0045892;GO:0070665;GO:0071803;GO:0097011;GO:2001240
LYRU2_2A032250	GO:0005576;GO:0005840;GO:0006955;GO:0007165;GO:0008083
LYRU2_2A000400	
LYRU2_2A027817	GO:0005506;GO:0005788;GO:0019511;GO:0031418
LYRU2_2A018749	
LYRU2_2A007771	GO:0003779;GO:0005912;GO:0007507;GO:0019903;GO:0030018;GO:0030027;GO:0031532;GO:0031941;GO:0042803;GO:0046872;GO:0048471;GO:0051371;GO:0061061
LYRU2_2A034449	
LYRU2_2A023523	GO:0006641;GO:0006814;GO:0009437;GO:0015075;GO:0015171;GO:0015226;GO:0016324;GO:0030165;GO:0034220;GO:0042908;GO:0089718;GO:1902603
LYRU2_2A013159	GO:0006814;GO:0009609;GO:0015075;GO:0016324;GO:0030165;GO:0031526;GO:0034220;GO:0060731;GO:0070715;GO:1901235;GO:1902270
LYRU2_2A001139	GO:0006413
LYRU2_2A029097	GO:0000978;GO:0001228;GO:0005737;GO:0006915;GO:0008285;GO:0032728;GO:0032735;GO:0034124;GO:0035458;GO:0043374;GO:0045590;GO:0045892;GO:0045944;GO:0051607;GO:0051726;GO:0060333;GO:0071260;GO:2000564
LYRU2_2A020806	GO:0005125;GO:0005137;GO:0005615;GO:0006955;GO:0007165;GO:0008083;GO:0016020;GO:0045893;GO:0050731;GO:0051091;GO:0071803
LYRU2_2A013168	GO:0005524;GO:0006281;GO:0006310;GO:0016887;GO:0030870;GO:0046872;GO:0140664
LYRU2_2A003499	GO:0005576;GO:0006955;GO:0016020
LYRU2_2A034274	GO:0002227;GO:0002230;GO:0002674;GO:0002677;GO:0005125;GO:0005136;GO:0005615;GO:0008083;GO:0010633;GO:0016239;GO:0030890;GO:0031296;GO:0032733;GO:0032736;GO:0042102;GO:0042531;GO:0042976;GO:0043011;GO:0043031;GO:0043306;GO:0045064;GO:0045348;GO:0045582;GO:0045671;GO:0045944;GO:0048260;GO:0048295;GO:0048304;GO:0071677;GO:0097192;GO:1900223;GO:1901741;GO:1903660;GO:2000320;GO:2000352;GO:2000424;GO:2001237
LYRU2_2A026050	GO:0005524;GO:0005874;GO:0007018;GO:0008017
LYRU2_2A016200	
LYRU2_2A009117	GO:0005856;GO:0030672
LYRU2_2A018092	
LYRU2_2A029052	GO:0005874;GO:0051015
LYRU2_2A025898	GO:0005615;GO:0005737;GO:0008083;GO:0010862;GO:0030308;GO:0030509;GO:0060395;GO:0070698
LYRU2_2A025456	GO:0006122;GO:0021539;GO:0021548;GO:0021680;GO:0021766;GO:0021794;GO:0021854;GO:0021860;GO:0030901
LYRU2_2A012450	GO:0001650;GO:0007286;GO:0010468;GO:0032783
LYRU2_2A004585	GO:0008270
LYRU2_2A028814	GO:0005829;GO:0006457;GO:0045040;GO:0051131;GO:0070062;GO:0140662
LYRU2_2A030295	GO:0005576;GO:0030141;GO:0031549;GO:0048403;GO:0048671;GO:0061000
LYRU2_2A017469	
LYRU2_2A007616	
LYRU2_2A037361	GO:0001662;GO:0005741;GO:0005757;GO:0005886;GO:0006090;GO:0007270;GO:0007612;GO:0008308;GO:0015288;GO:0015485;GO:0015698;GO:0019901;GO:0030855;GO:0031210;GO:0042645;GO:0042802;GO:0043066;GO:0044325;GO:0045121;GO:0097001;GO:0098656;GO:0110099;GO:1905091;GO:2000378
LYRU2_2A030084	
LYRU2_2A025985	GO:0006357;GO:0008013;GO:0033153;GO:0060070
